name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Total Sales
Grand Theft Auto V,2013-09-17,4,5,6858,92,2024-08-29 07:36:57,6964,Mature,'Action',0,0,0,0,0,0,0,0,0,0,5,PC,PlayStation 5,Xbox Series S/X,PlayStation 4,PlayStation 3,Xbox 360,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,Xbox 360 Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,First-Person,Third Person,Funny,Sandbox,Comedy,Third-Person Shooter,Moddable,Crime,vr mod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,555537,114169,Rockstar Games,Rockstar North,12600000
The Witcher 3: Wild Hunt,2015-05-18,4,5,6606,92,2024-08-28 20:12:31,6715,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,Xbox Series S/X,PlayStation 5,macOS,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Sandbox,Action RPG,Dark,Nudity,controller support,Choices Matter,Mature,Dark Fantasy,Medieval,Magic,Multiple Endings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,659649,126236,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,50000000
The Witcher 3: Wild Hunt,2015-05-18,4,5,6606,92,2024-08-28 20:12:31,6715,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,Xbox Series S/X,PlayStation 5,macOS,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Sandbox,Action RPG,Dark,Nudity,controller support,Choices Matter,Mature,Dark Fantasy,Medieval,Magic,Multiple Endings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,659649,126236,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,15900000
The Witcher 3: Wild Hunt,2015-05-18,4,5,6606,92,2024-08-28 20:12:31,6715,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,Xbox Series S/X,PlayStation 5,macOS,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Sandbox,Action RPG,Dark,Nudity,controller support,Choices Matter,Mature,Dark Fantasy,Medieval,Magic,Multiple Endings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,659649,126236,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,4700000
Red Dead Redemption 2,2018-10-26,4,5,5006,96,2024-08-27 15:25:00,5119,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Great Soundtrack,Co-op,Story Rich,Open World,First-Person,Third Person,Partial Controller Support,FPS,Online Co-Op,Gore,Exploration,Sandbox,Violent,Third-Person Shooter,PvP,In-App Purchases,Mature,Historical,Realistic,Cinematic,Crime,Online PvP,3rd-Person Perspective,Blood,America,Masterpiece,Beautiful,Hunting,Western,3rd-person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,547486,112253,Rockstar Games,Rockstar Studios,65000000
Life is Strange,2015-01-29,4,5,3622,83,2024-08-24 20:04:32,3669,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,7,PC,Linux,PlayStation 3,macOS,iOS,Xbox 360,Android,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,Google Play,Xbox 360 Store,App Store,0,0,Singleplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Third Person,Female Protagonist,Dark,Point & Click,Short,Mystery,Choices Matter,Memes,Walking Simulator,Multiple Endings,Story,Episodic,Soundtrack,Time Travel,Time Manipulation,student,strange,photography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,865242,211762,Square Enix,DONTNOD Entertainment,3000000
God of War (2018),2018-04-20,4,5,4760,94,2024-08-28 20:15:05,4859,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Epic Games,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,RPG,Story Rich,Third Person,Fantasy,Gore,Exploration,Violent,Action RPG,Action-Adventure,Hack and Slash,exclusive,Crafting,3D,combat,true exclusive,3rd-Person Perspective,Blood,PvE,Emotional,Souls-like,Mythology,Remote Play on TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,541848,113670,Sony Interactive Entertainment,SIE Santa Monica Studio,23520000
Fallout 4,2015-11-09,3,4,3273,84,2024-08-20 17:14:15,3302,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Third Person,Sci-fi,FPS,Exploration,Sandbox,Survival,Action RPG,Third-Person Shooter,Post-apocalyptic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,548593,110908,Bethesda Softworks,Bethesda Game Studios,25000000
Fallout 4,2015-11-09,3,4,3273,84,2024-08-20 17:14:15,3302,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Third Person,Sci-fi,FPS,Exploration,Sandbox,Survival,Action RPG,Third-Person Shooter,Post-apocalyptic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,548593,110908,Bethesda Softworks,Bethesda Game Studios,6600000
Cyberpunk 2077,2020-12-10,4,5,2658,73,2024-08-28 19:45:58,2754,Mature,'Action',Shooter,RPG,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox Series S/X,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,GOG,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Sci-fi,FPS,Exploration,Sandbox,Violent,Action RPG,Action-Adventure,role-playing,Nudity,Mature,Cinematic,Futuristic,Cyberpunk,Sexual Content,Crime,Robots,3rd-Person Perspective,Blood,America,Masterpiece,Soundtrack,Hacking,Role Playing Game,immersive,Photorealistic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,549565,118535,CD Projekt Red Studio,CD Projekt Red Studio,25000000
Cyberpunk 2077,2020-12-10,4,5,2658,73,2024-08-28 19:45:58,2754,Mature,'Action',Shooter,RPG,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox Series S/X,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,GOG,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Sci-fi,FPS,Exploration,Sandbox,Violent,Action RPG,Action-Adventure,role-playing,Nudity,Mature,Cinematic,Futuristic,Cyberpunk,Sexual Content,Crime,Robots,3rd-Person Perspective,Blood,America,Masterpiece,Soundtrack,Hacking,Role Playing Game,immersive,Photorealistic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,549565,118535,CD Projekt Red Studio,CD Projekt Red Studio,7670000
Cyberpunk 2077,2020-12-10,4,5,2658,73,2024-08-28 19:45:58,2754,Mature,'Action',Shooter,RPG,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox Series S/X,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,GOG,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Sci-fi,FPS,Exploration,Sandbox,Violent,Action RPG,Action-Adventure,role-playing,Nudity,Mature,Cinematic,Futuristic,Cyberpunk,Sexual Content,Crime,Robots,3rd-Person Perspective,Blood,America,Masterpiece,Soundtrack,Hacking,Role Playing Game,immersive,Photorealistic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,549565,118535,CD Projekt Red Studio,CD Projekt Red Studio,2330000
Rocket League,2015-07-07,3,4,2783,86,2024-08-09 12:48:23,2804,Everyone,'Sports',Racing,Indie,0,0,0,0,0,0,0,0,5,Nintendo Switch,Linux,macOS,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Co-op,cooperative,Online Co-Op,Funny,Split Screen,Local Co-Op,Local Multiplayer,stats,Steam Workshop,Cross-Platform Multiplayer,Team-Based,Fast-Paced,Competitive,4 Player Local,4 giocatori divano,Football,Soccer,lan party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,735039,121299,Psyonix,Psyonix,10500000
Rocket League,2015-07-07,3,4,2783,86,2024-08-09 12:48:23,2804,Everyone,'Sports',Racing,Indie,0,0,0,0,0,0,0,0,5,Nintendo Switch,Linux,macOS,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Co-op,cooperative,Online Co-Op,Funny,Split Screen,Local Co-Op,Local Multiplayer,stats,Steam Workshop,Cross-Platform Multiplayer,Team-Based,Fast-Paced,Competitive,4 Player Local,4 giocatori divano,Football,Soccer,lan party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,735039,121299,Psyonix,Psyonix,10500000
Metal Gear Solid V: The Phantom Pain,2015-09-01,4,5,2462,91,2024-08-23 10:58:14,2480,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,Sci-fi,Steam Leaderboards,Sandbox,Stealth,Tactical,Third-Person Shooter,Dark,Captions available,Replay Value,Cinematic,Heist,Horses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,553458,112824,Konami,Kojima Productions,6000000
Metal Gear Solid V: The Phantom Pain,2015-09-01,4,5,2462,91,2024-08-23 10:58:14,2480,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,Sci-fi,Steam Leaderboards,Sandbox,Stealth,Tactical,Third-Person Shooter,Dark,Captions available,Replay Value,Cinematic,Heist,Horses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,553458,112824,Konami Digital Entertainment,Kojima Productions,1750000
Batman: Arkham Knight,2015-06-23,4,4,2564,81,2024-08-22 15:05:48,2584,Mature,'Action',0,0,0,0,0,0,0,0,0,0,6,PC,Nintendo Switch,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Epic Games,GOG,Xbox Store,Steam,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Story Rich,Open World,Third Person,Horror,Steam Leaderboards,Sandbox,Stealth,Dark,Mature,Beat 'em up,Detective,Comic Book,Superhero,Batman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,552989,127581,Warner Bros. Interactive Entertainment,Rocksteady Studios,5000000
Batman: Arkham Knight,2015-06-23,4,4,2564,81,2024-08-22 15:05:48,2584,Mature,'Action',0,0,0,0,0,0,0,0,0,0,6,PC,Nintendo Switch,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Epic Games,GOG,Xbox Store,Steam,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Story Rich,Open World,Third Person,Horror,Steam Leaderboards,Sandbox,Stealth,Dark,Mature,Beat 'em up,Detective,Comic Book,Superhero,Batman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,552989,127581,Warner Bros. Interactive Entertainment,Rocksteady Studios,1400000
Hollow Knight,2017-02-23,4,5,2506,88,2024-08-28 20:24:29,2559,Everyone 10+,'Action',Indie,Platformer,0,0,0,0,0,0,0,0,5,PlayStation 4,Linux,macOS,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,GOG,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,2D,Difficult,Exploration,Controller,controller support,Cute,Side Scroller,Dark Fantasy,Multiple Endings,Metroidvania,Hand-drawn,Gothic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,735039,126236,Team Cherry,Team Cherry,2800000
Hollow Knight,2017-02-23,4,5,2506,88,2024-08-28 20:24:29,2559,Everyone 10+,'Action',Indie,Platformer,0,0,0,0,0,0,0,0,5,PlayStation 4,Linux,macOS,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,GOG,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,2D,Difficult,Exploration,Controller,controller support,Cute,Side Scroller,Dark Fantasy,Multiple Endings,Metroidvania,Hand-drawn,Gothic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,735039,126236,Team Cherry,Team Cherry,2800000
Hollow Knight,2017-02-23,4,5,2506,88,2024-08-28 20:24:29,2559,Everyone 10+,'Action',Indie,Platformer,0,0,0,0,0,0,0,0,5,PlayStation 4,Linux,macOS,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,GOG,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,2D,Difficult,Exploration,Controller,controller support,Cute,Side Scroller,Dark Fantasy,Multiple Endings,Metroidvania,Hand-drawn,Gothic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,735039,126236,Team Cherry,Team Cherry,1000000
Hollow Knight,2017-02-23,4,5,2506,88,2024-08-28 20:24:29,2559,Everyone 10+,'Action',Indie,Platformer,0,0,0,0,0,0,0,0,5,PlayStation 4,Linux,macOS,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,GOG,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,2D,Difficult,Exploration,Controller,controller support,Cute,Side Scroller,Dark Fantasy,Multiple Endings,Metroidvania,Hand-drawn,Gothic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,735039,126236,Team Cherry,Team Cherry,250000
Dark Souls III,2016-04-11,4,5,2610,89,2024-08-29 07:25:23,2637,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Story Rich,Open World,cooperative,Third Person,Horror,Difficult,Exploration,Action RPG,PvP,Character Customization,Replay Value,Dark Fantasy,Lore-Rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Bandai Namco Entertainment,From Software,10460000
Dark Souls III,2016-04-11,4,5,2610,89,2024-08-29 07:25:23,2637,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Story Rich,Open World,cooperative,Third Person,Horror,Difficult,Exploration,Action RPG,PvP,Character Customization,Replay Value,Dark Fantasy,Lore-Rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Namco Bandai Games,From Software,3910000
Dark Souls III,2016-04-11,4,5,2610,89,2024-08-29 07:25:23,2637,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Story Rich,Open World,cooperative,Third Person,Horror,Difficult,Exploration,Action RPG,PvP,Character Customization,Replay Value,Dark Fantasy,Lore-Rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Namco Bandai Games,From Software,3290000
Dark Souls III,2016-04-11,4,5,2610,89,2024-08-29 07:25:23,2637,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Story Rich,Open World,cooperative,Third Person,Horror,Difficult,Exploration,Action RPG,PvP,Character Customization,Replay Value,Dark Fantasy,Lore-Rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Namco Bandai Games,From Software,1900000
Hitman,2016-03-11,3,4,1976,83,2024-08-27 16:21:18,1987,Adults Only,'Action',Shooter,Simulation,0,0,0,0,0,0,0,0,4,PlayStation 4,Linux,macOS,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,Story Rich,Open World,Third Person,Sandbox,Stealth,Tactical,Third-Person Shooter,Nudity,Crime,Assassin,Episodic,Illuminati,Heist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,729536,112253,Square Enix,IO Interactive,1530000
Stardew Valley,2016-02-25,4,5,2302,89,2024-08-28 20:29:08,2332,Everyone 10+,'RPG',Simulation,Indie,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,PC,iOS,macOS,Linux,PlayStation 4,PS Vita,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Xbox Store,Steam,GOG,Nintendo Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,2D,Partial Controller Support,Sandbox,Pixel Graphics,Retro,role-playing,Cute,Crafting,Building,overlay,Relaxing,Dating Sim,Shared/Split Screen Co-op,cloud saves,Fishing,Agriculture,co-op multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,866220,218892,Chucklefish,ConcernedApe,30000000
Stardew Valley,2016-02-25,4,5,2302,89,2024-08-28 20:29:08,2332,Everyone 10+,'RPG',Simulation,Indie,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,PC,iOS,macOS,Linux,PlayStation 4,PS Vita,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Xbox Store,Steam,GOG,Nintendo Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,2D,Partial Controller Support,Sandbox,Pixel Graphics,Retro,role-playing,Cute,Crafting,Building,overlay,Relaxing,Dating Sim,Shared/Split Screen Co-op,cloud saves,Fishing,Agriculture,co-op multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,866220,218892,ConcernedApe,ConcernedApe,30000000
Stardew Valley,2016-02-25,4,5,2302,89,2024-08-28 20:29:08,2332,Everyone 10+,'RPG',Simulation,Indie,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,PC,iOS,macOS,Linux,PlayStation 4,PS Vita,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Xbox Store,Steam,GOG,Nintendo Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,2D,Partial Controller Support,Sandbox,Pixel Graphics,Retro,role-playing,Cute,Crafting,Building,overlay,Relaxing,Dating Sim,Shared/Split Screen Co-op,cloud saves,Fishing,Agriculture,co-op multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,866220,218892,Chucklefish,ConcernedApe,13000000
Marvel's Spider-Man,2018-09-07,4,5,3504,87,2024-08-27 17:27:28,3577,Teen,'Action',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Atmospheric,Open World,Exploration,Action-Adventure,exclusive,Cinematic,Beat 'em up,true exclusive,3rd-Person Perspective,Comic Book,Superhero,America,new york,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,542955,106043,Sony Interactive Entertainment,Insomniac Games,51000000
Detroit: Become Human,2018-05-25,4,5,3096,79,2024-08-24 15:48:54,3157,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Epic Games,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Third Person,Sci-fi,Exploration,Female Protagonist,Violent,Action-Adventure,exclusive,Replay Value,Choices Matter,Cinematic,Futuristic,Cyberpunk,Multiple Endings,Robots,3rd-Person Perspective,Detective,Drama,Narration,America,Emotional,Beautiful,Dynamic Narration,Remote Play on TV,european,futurism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,541848,107388,Sony Interactive Entertainment,Quantic Dream,9000000
